ID,DESCRIPTION
2076,[AoW]   Marikas Hammer Gold Breaker   
2077,[AoW]   Marikas Hammer Gold Breaker   
2078,[AoW]   Marikas Hammer Gold Breaker   
2080,[AoW]   Thunderbolt   
2081,[AoW]   Thunderbolt   
2082,[AoW]   Thunderbolt   
2083,[AoW]   Thunderbolt   
2084,[AoW]   Thunderbolt   
2085,[AoW]   Thunderbolt   
2090,[AoW]   Lightning Slash   
2091,[AoW]   Lightning Slash   
2092,[AoW]   Lightning Slash   
2093,[AoW]   Lightning Slash   
2094,[AoW]   Lightning Slash   
2095,[AoW]   Lightning Slash Thunderbolt   
2096,[AoW]   Lightning Slash Thunderbolt   
2097,[AoW]   Lightning Slash Thunderbolt   
2098,[AoW]   Lightning Slash Thunderbolt   
2100,[AoW]   Curved Sword Category   
2101,[AoW]   Curved Sword Category   
2102,[AoW]   Curved Sword Category   
2103,[AoW]   Curved Sword Category   
2104,[AoW]   Curved Sword Category   
2105,[AoW]   Curved Sword Category   
2110,[AoW]   Bloody Slash   
2111,[AoW]   Bloody Slash   
2114,[AoW]   Scepter Of The All-Knowing Knowledge Above All   
2115,[AoW]   Devourers Scepter   
2116,[AoW]   Devourers Scepter Devourer Of Worlds   
2120,[AoW]   Curved Sword Category   
2121,[AoW]   Curved Sword Category   
2125,[AoW]   
2126,[AoW]   
2130,[AoW]   Glintstone Pebble   
2135,[AoW]   Morgotts Cursed Sword Cursed-Blood Slice   
2136,[AoW]   Morgotts Cursed Sword Cursed-Blood Slice   
2140,[AoW]   
2145,[AoW]   Eclipse Shotel   
2146,[AoW]   Eclipse Shotel   
2150,[AoW]   Prayerful Strike 1/2   
2151,[AoW]   Prayerful Strike 2/2   
2155,[AoW]   
2160,[AoW]   
2170,[AoW]   
2171,[AoW]   
2180,[AoW]   
2190,[AoW]   Gravitas   
2191,[AoW]   Gravitas   
2192,[AoW]   Gravitas   
2195,[AoW]   Royal Gr-Sword Wolfs Assault   
2200,[AoW]   
2201,[AoW]   
2202,[AoW]   
2203,[AoW]   
2204,[AoW]   
2205,[AoW]   Starscourge Gr-Sword Starcaller Cry   
2210,[AoW]   
2215,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2216,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2217,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2218,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2219,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2220,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2221,[AoW]   Sword Of Night And Flame Night-And-Flame Stance   
2225,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2226,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2227,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2228,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2229,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2230,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2231,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2232,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2233,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2234,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2235,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2236,[AoW]   Axe Of Godrick I Command Thee Kneel!   
2240,
2241,
2242,
2250,[AoW]   Golden Vow   
2260,[AoW]   Hoarfrost Stomp   
2261,[AoW]   Hoarfrost Stomp   
2262,[AoW]   Hoarfrost Stomp   
2263,[AoW]   Hoarfrost Stomp   
2264,[AoW]   Hoarfrost Stomp   
2265,[AoW]   Hoarfrost Stomp   
2266,[AoW]   Hoarfrost Stomp   
2267,[AoW]   Hoarfrost Stomp   
2268,[AoW]   Hoarfrost Stomp   
2269,[AoW]   Hoarfrost Stomp   
2270,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2271,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2272,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2273,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2275,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2276,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2277,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2278,[AoW]   Ruins Gr-Sword Wave Of Destruction   
2280,[AoW]   Storm Stomp   
2290,[AoW]   Deaths Poker Ghostflame Ignition   
2291,[AoW]   Deaths Poker Ghostflame Ignition   
2292,[AoW]   Deaths Poker Ghostflame Ignition   
2293,[AoW]   Deaths Poker Ghostflame Ignition   
2294,[AoW]   Deaths Poker Ghostflame Ignition   
2295,[AoW]   Deaths Poker Ghostflame Ignition   
2296,[AoW]   Deaths Poker Ghostflame Ignition   
2297,[AoW]   Deaths Poker Ghostflame Ignition   
2298,[AoW]   Deaths Poker Ghostflame Ignition   
2299,[AoW]   Deaths Poker Ghostflame Ignition   
2300,[AoW]   Glintblade Phalanx   
2301,[AoW]   Glintblade Phalanx   
2310,[AoW]   Prelates Charge   
2311,[AoW]   Prelates Charge   
2312,[AoW]   Prelates Charge   
2313,[AoW]   Prelates Charge   
2314,[AoW]   Prelates Charge   
2320,[AoW]   Malikeths Black Blade Destined Death   
2321,[AoW]   Malikeths Black Blade Destined Death   
2322,[AoW]   Malikeths Black Blade Destined Death   
2325,[AoW]   Death Ritual Spear Spearcall Ritual   
2326,[AoW]   Death Ritual Spear Spearcall Ritual   
2327,[AoW]   Death Ritual Spear Spearcall Ritual   
2328,[AoW]   Death Ritual Spear Spearcall Ritual   
2329,[AoW]   Death Ritual Spear Spearcall Ritual   
2330,[AoW]   Death Ritual Spear Spearcall Ritual   
2331,[AoW]   Death Ritual Spear Spearcall Ritual   
2335,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2336,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2337,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2338,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2339,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2340,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2341,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2342,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2343,[AoW]   Mohgwyns Sacred Spear Bloodboon Ritual   
2345,[AoW]   Fallingstar Beast Jaw Gravity Bolt   
2346,[AoW]   Fallingstar Beast Jaw Gravity Bolt   
2347,[AoW]   Fallingstar Beast Jaw Gravity Bolt   
2348,[AoW]   Fallingstar Beast Jaw Gravity Bolt   
2349,[AoW]   Fallingstar Beast Jaw Gravity Bolt   
2360,[AoW]   Bastards Stars Nebula   
2361,[AoW]   Bastards Stars Nebula   
2362,[AoW]   Bastards Stars Nebula   
2363,[AoW]   Bastards Stars Nebula   
2370,[AoW]   Cranial Vessel Candlestand Surge Of Faith   
2371,[AoW]   Cranial Vessel Candlestand Surge Of Faith   
2372,[AoW]   Cranial Vessel Candlestand Surge Of Faith   
2373,[AoW]   Cranial Vessel Candlestand Surge Of Faith   
2374,[AoW]   Cranial Vessel Candlestand Surge Of Faith   
2375,[AoW]   Cranial Vessel Candlestand Surge Of Faith   
2380,[AoW]   Silurias Tree Silurias Woe   
2381,[AoW]   Silurias Tree Silurias Woe   
2382,[AoW]   Silurias Tree Silurias Woe   
2385,[AoW]   Grafted Dragon Bear Witness!   
2386,[AoW]   Grafted Dragon Bear Witness!   
2387,[AoW]   Grafted Dragon Bear Witness!   
2388,[AoW]   Grafted Dragon Bear Witness!   
2389,[AoW]   Grafted Dragon Bear Witness!   
2390,[AoW]   Grafted Dragon Bear Witness!   
2391,[AoW]   Grafted Dragon Bear Witness!   
2400,[AoW]   Sacred Blast   
2410,[AoW]   Chilling Mist   
2411,[AoW]   Chilling Mist   
2415,[AoW]   Poisonous Mist   
2416,[AoW]   Poisonous Mist   
2430,[AoW]   Black Flame Tornado   
2431,[AoW]   Black Flame Tornado   
2490,[AoW]   Ice Spear   
2500,[AoW]   Dark Moon Gr-Sword   
2501,[AoW]   Dark Moon Gr-Sword   
2510,[AoW]   Dark Moon Gr-Sword   
2511,[AoW]   Dark Moon Gr-Sword   
2512,[AoW]   Dark Moon Gr-Sword   
2520,[AoW]   Carian Knights Sword Lazuli Glintstone Sword   
2521,[AoW]   Carian Knights Sword Lazuli Glintstone Sword   
2525,[AoW]   Wing Of Astel   
2526,[AoW]   Wing Of Astel   
2527,[AoW]   Wing Of Astel   
2528,[AoW]   Wing Of Astel   
2529,[AoW]   Wing Of Astel   
2530,[AoW]   Wing Of Astel   
2531,[AoW]   Wing Of Astel   
2532,[AoW]   Wing Of Astel   
2533,[AoW]   Wing Of Astel   
2534,[AoW]   Wing Of Astel   
2535,[AoW]   Wing Of Astel   
2536,[AoW]   Wing Of Astel   
2540,[AoW]   Frozen Needle   
2541,[AoW]   Frozen Needle   
2570,[AoW]   Flame Of The Redmanes   
2571,[AoW]   Flame Of The Redmanes   
2580,[AoW]   Black Knife Blade Of Death   
2585,[AoW]   Blade Of Calling Blade Of Gold   
2590,[AoW]   Glintstone Kris Glintstone Dart   
2591,[AoW]   Glintstone Kris Glintstone Dart   
2600,[AoW]   Storm Assault   
2601,[AoW]   Storm Assault   
2610,[AoW]   Sacred Ring Of Light   
2611,[AoW]   Sacred Ring Of Light   
2615,[AoW]   Sacred Ring Of Light   
2616,[AoW]   Sacred Ring Of Light   
2620,[AoW]   Sacred Ring Of Light   
2621,[AoW]   Sacred Ring Of Light   
2630,[AoW]   Firebreather   
2631,[AoW]   Firebreather   
2635,[AoW]   Blood Blade   
2636,[AoW]   Blood Blade   
2637,[AoW]   Blood Blade   
2640,[AoW]   Stormcaller   
2641,[AoW]   Stormcaller   
2642,[AoW]   Stormcaller   
2643,[AoW]   Stormcaller   
2644,[AoW]   Stormcaller   
2645,[AoW]   Stormcaller   
2646,[AoW]   Stormcaller   
2650,[AoW]   Carian Retaliation   
2651,[AoW]   Carian Retaliation   
2652,[AoW]   Carian Retaliation   
2653,[AoW]   Carian Retaliation   
2655,[AoW]   Storm Wall   
2658,[AoW]   Phantom Slash   
2659,[AoW]   Phantom Slash   
2660,[AoW]   Phantom Slash   
2661,[AoW]   Phantom Slash   
2662,[AoW]   Phantom Slash Emitter   
2663,[AoW]   Phantom Slash   
2664,[AoW]   Phantom Slash   
2665,[AoW]   Phantom Slash   
2666,[AoW]   Phantom Slash   
2667,[AoW]   Phantom Slash   
2668,[AoW]   Phantom Slash   
2669,[AoW]   Phantom Slash   
2670,[AoW]   White Shadows Lure   
2671,[AoW]   White Shadows Lure   
2672,[AoW]   White Shadows Lure   
2680,[AoW]   One-Eyed Shield Flame Spit   
2681,[AoW]   One-Eyed Shield Flame Spit   
2685,[AoW]   Visage Shield Tongues Of Fire   
2690,[AoW]   Envoys Long Horn Bubble Shower   
2691,[AoW]   Envoys Long Horn Bubble Shower   
2692,[AoW]   Envoys Long Horn Bubble Shower   
2695,[AoW]   Envoys Gr-Horn Gr- Oracular Bubble   
2696,[AoW]   Envoys Gr-Horn Gr- Oracular Bubble   
2700,
2701,
2705,[AoW]   Magma Whip Candlestick Sea Of Magma   
2706,[AoW]   Magma Whip Candlestick Sea Of Magma   
2710,[AoW]   Commanders Standard Rallying Standard   
2715,[AoW]   Reduvia Reduvia Blood Blade   
2716,[AoW]   Reduvia Reduvia Blood Blade   
2717,[AoW]   Reduvia Reduvia Blood Blade   
2720,[AoW]   Sword Of St. Trina Mists Of Slumber   
2723,[AoW]   Dragon Halberd Ice Lightning Weapon   
2724,[AoW]   Dragon Halberd Ice Lightning Weapon   
2725,[AoW]   Dragon Halberd Ice Lightning Weapon   
2726,[AoW]   Dragon Halberd Ice Lightning Weapon   
2727,[AoW]   Dragon Halberd Ice Lightning Weapon   
2728,[AoW]   Dragon Halberd Ice Lightning Weapon   
2729,[AoW]   Dragon Halberd Ice Lightning Weapon   
2730,[AoW]   
2731,[AoW]   
2732,[AoW]   
2740,[AoW]   
2741,[AoW]   
2745,[AoW]   Vykes War Spear Frenzyflame Thrust   
2746,[AoW]   Vykes War Spear Frenzyflame Thrust   
2747,[AoW]   Vykes War Spear Frenzyflame Thrust   
2748,[AoW]   Vykes War Spear Frenzyflame Thrust   
2749,[AoW]   Vykes War Spear Frenzyflame Thrust   
2760,[AoW]   Halo Scythe Miquellas Ring Of Light   
2761,[AoW]   Halo Scythe Miquellas Ring Of Light   
2762,[AoW]   Halo Scythe Miquellas Ring Of Light   
2763,[AoW]   Halo Scythe Miquellas Ring Of Light   
2764,[AoW]   Halo Scythe Miquellas Ring Of Light   
2765,[AoW]   Halo Scythe Miquellas Ring Of Light   
2770,[AoW]   Wing Of Astel Nebula   
2771,[AoW]   Wing Of Astel Nebula   
2772,[AoW]   Wing Of Astel Nebula   
2780,[AoW]   Ordoviss Gr-Sword   
2781,[AoW]   Ordoviss Gr-Sword   
2782,[AoW]   Ordoviss Gr-Sword   
2783,[AoW]   Ordoviss Gr-Sword   
2785,[AoW]   Thopss Barrier   
2790,[AoW]   Golden Land   
2791,[AoW]   Golden Land   
2792,[AoW]   Golden Land   
2793,[AoW]   Golden Land   
2794,[AoW]   Golden Land   
2795,[AoW]   Golden Land   
2796,[AoW]   Golden Land   
2797,[AoW]   Golden Land   
2800,[AoW]   Beasts Roar   
2801,[AoW]   Beasts Roar   
2810,[AoW]   Waves Of Darkness   
2811,[AoW]   Waves Of Darkness   
2812,[AoW]   Waves Of Darkness   
2813,[AoW]   Waves Of Darkness   
2814,[AoW]   Waves Of Darkness   
2815,[AoW]   Waves Of Darkness   
2816,[AoW]   Waves Of Darkness   
2817,[AoW]   Waves Of Darkness   
2825,[AoW]   St. Trinas Torch Fires Of Slumber   
2826,[AoW]   St. Trinas Torch Fires Of Slumber   
2830,[AoW]   Stormhawk Axe Thunderstorm   
2831,[AoW]   Stormhawk Axe Thunderstorm   
2832,[AoW]   Stormhawk Axe Thunderstorm   
2833,[AoW]   Stormhawk Axe Thunderstorm   
2834,[AoW]   Stormhawk Axe Thunderstorm   
2835,[AoW]   Stormhawk Axe Thunderstorm   
2836,[AoW]   Stormhawk Axe Thunderstorm   
2840,[AoW]   Erdtree Gr-Shield Golden Retaliation   
2841,[AoW]   Erdtree Gr-Shield Golden Retaliation   
2842,[AoW]   Erdtree Gr-Shield Golden Retaliation   
2843,[AoW]   Erdtree Gr-Shield Golden Retaliation   
2850,[AoW]   Fires 16 Discus Of Light   
2851,[AoW]   
2860,[AoW]   Magma Wyrms Scalesword Magma Guillotine   
2861,[AoW]   Magma Wyrms Scalesword Magma Guillotine   
2862,[AoW]   Magma Wyrms Scalesword Magma Guillotine   
2863,[AoW]   Magma Wyrms Scalesword Magma Guillotine   
2870,[AoW]   Rosus' Axe Rosuss Summons   
2871,[AoW]   Rosus' Axe Rosuss Summons   
2872,[AoW]   Rosus' Axe Rosuss Summons   
2873,[AoW]   Rosus' Axe Rosuss Summons   
2874,[AoW]   Rosus' Axe Rosuss Summons   
2875,[AoW]   Rosus' Axe Rosuss Summons   
2876,[AoW]   Rosus' Axe Rosuss Summons   
2900,[AoW]   
2910,[AoW]   Cleanrot Spear Sacred Phalanx   
2911,[AoW]   Cleanrot Spear Sacred Phalanx   
2912,[AoW]   Cleanrot Spear Sacred Phalanx   
2913,[AoW]   Cleanrot Spear Sacred Phalanx   
2914,[AoW]   Cleanrot Spear Sacred Phalanx   
2920,[AoW]   Watchdogs Staff Sorcery Of The Crozier   
2921,[AoW]   Watchdogs Staff Sorcery Of The Crozier   
2922,[AoW]   Watchdogs Staff Sorcery Of The Crozier   
2923,[AoW]   Watchdogs Staff Sorcery Of The Crozier   
2930,[AoW]   Shield Crash/Spectral Lance   
2940,[AoW]   Bolt   Of Gransax Ancient Lightning Spear   
2941,[AoW]   Bolt   Of Gransax Ancient Lightning Spear   
2942,[AoW]   Bolt   Of Gransax Ancient Lightning Spear   
2943,[AoW]   Bolt   Of Gransax Ancient Lightning Spear   
2944,[AoW]   Bolt   Of Gransax Ancient Lightning Spear   
2945,[AoW]   Bolt   Of Gransax Ancient Lightning Spear   
2950,[AoW]   Moonveil Transient Moonlight   
2951,[AoW]   Moonveil Transient Moonlight   
2955,[AoW]   Moonveil Transient Moonlight   
2956,[AoW]   Moonveil Transient Moonlight   
2960,[AoW]   Sword Of Milos Shriek Of Milos   
2961,[AoW]   Sword Of Milos Shriek Of Milos   
2970,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2971,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2972,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2973,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2974,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2975,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2976,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2977,[AoW]   Beastclaw Gr-Hammer Regal Beastclaw   
2980,[AoW]   Magma Blade Magma Shower   
2981,[AoW]   Magma Blade Magma Shower   
2990,[AoW]   Alabaster Lords Sword Alabaster Lords' Pull   
2991,[AoW]   Alabaster Lords Sword Alabaster Lords' Pull   
2992,[AoW]   Alabaster Lords Sword Alabaster Lords' Pull   
3000,[AoW]   Onyx Lords Gr-Sword Onyx Lords' Repulsion   
3001,[AoW]   Onyx Lords Gr-Sword Onyx Lords' Repulsion   
3002,[AoW]   Onyx Lords Gr-Sword Onyx Lords' Repulsion   
3006,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3007,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3008,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3009,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3010,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3011,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3012,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3013,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3014,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3015,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3016,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3017,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3018,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3019,[AoW]   Ruins Gr-Sword Wave Of Destruction   
3020,[AoW]   Axe Of Godfrey Regal Roar   
3021,[AoW]   Axe Of Godfrey Regal Roar   
3022,[AoW]   Axe Of Godfrey Regal Roar   
3023,[AoW]   Axe Of Godfrey Regal Roar   
3024,[AoW]   Axe Of Godfrey Regal Roar   
3025,[AoW]   Axe Of Godfrey Regal Roar   
3026,[AoW]   Axe Of Godfrey Regal Roar   
3027,[AoW]   Axe Of Godfrey Regal Roar   
3028,[AoW]   Axe Of Godfrey Regal Roar   
3029,[AoW]   Axe Of Godfrey Regal Roar   
3030,[AoW]   Axe Of Godfrey Regal Roar   
3031,[AoW]   Axe Of Godfrey Regal Roar   
3032,[AoW]   Axe Of Godfrey Regal Roar   
3055,[AoW]   Zamor Curved Sword Zamor Ice Storm   
3056,[AoW]   Zamor Curved Sword Zamor Ice Storm   
3057,[AoW]   Zamor Curved Sword Zamor Ice Storm   
3058,[AoW]   Zamor Curved Sword Zamor Ice Storm   
3060,[AoW]   Gargoyles Blackblade Corpse Wax Cutter   
3061,[AoW]   Gargoyles Blackblade Corpse Wax Cutter   
3062,[AoW]   Gargoyles Blackblade Corpse Wax Cutter   
3065,[AoW]   Gargoyles Blackblade Corpse Wax Cutter   
4000,[AoW]   Sacred Relic Sword Wave Of Gold   
4001,[AoW]   Sacred Relic Sword Wave Of Gold   
4002,[AoW]   Sacred Relic Sword Wave Of Gold   
4003,[AoW]   Sacred Relic Sword Wave Of Gold   
4004,[AoW]   Sacred Relic Sword Wave Of Gold   
4005,[AoW]   Sacred Relic Sword Wave Of Gold   
4006,[AoW]   Sacred Relic Sword Wave Of Gold   
4007,[AoW]   Sacred Relic Sword Wave Of Gold   
4008,[AoW]   Sacred Relic Sword Wave Of Gold   
4009,[AoW]   Sacred Relic Sword Wave Of Gold   
4010,[AoW]   Sacred Relic Sword Wave Of Gold   
4011,[AoW]   Sacred Relic Sword Wave Of Gold   
4012,[AoW]   Sacred Relic Sword Wave Of Gold   
4013,[AoW]   Sacred Relic Sword Wave Of Gold   
4014,[AoW]   Sacred Relic Sword Wave Of Gold   
4015,[AoW]   Sacred Relic Sword Wave Of Gold   
4016,[AoW]   Sacred Relic Sword Wave Of Gold   
4017,[AoW]   Sacred Relic Sword Wave Of Gold   
4018,[AoW]   Sacred Relic Sword Wave Of Gold   
4019,[AoW]   Sacred Relic Sword Wave Of Gold   
4020,[AoW]   Sacred Relic Sword Wave Of Gold   
4021,[AoW]   Sacred Relic Sword Wave Of Gold   
4022,[AoW]   Sacred Relic Sword Wave Of Gold   
4023,[AoW]   Sacred Relic Sword Wave Of Gold   
4024,[AoW]   Sacred Relic Sword Wave Of Gold   
4025,[AoW]   Sacred Relic Sword Wave Of Gold   
4026,[AoW]   Sacred Relic Sword Wave Of Gold   
4027,[AoW]   Sacred Relic Sword Wave Of Gold   
4028,[AoW]   Sacred Relic Sword Wave Of Gold   
4029,[AoW]   Sacred Relic Sword Wave Of Gold   
4030,[AoW]   Sacred Relic Sword Wave Of Gold   
4031,[AoW]   Sacred Relic Sword Wave Of Gold   
4032,[AoW]   Sacred Relic Sword Wave Of Gold   
4033,[AoW]   Sacred Relic Sword Wave Of Gold   
4034,[AoW]   Sacred Relic Sword Wave Of Gold   
4035,[AoW]   Sacred Relic Sword Wave Of Gold   
4036,[AoW]   Sacred Relic Sword Wave Of Gold   
4037,[AoW]   Sacred Relic Sword Wave Of Gold   
4038,[AoW]   Sacred Relic Sword Wave Of Gold   
4039,[AoW]   Sacred Relic Sword Wave Of Gold   
4040,[AoW]   Sacred Relic Sword Wave Of Gold   
4041,[AoW]   Sacred Relic Sword Wave Of Gold   
4042,[AoW]   Sacred Relic Sword Wave Of Gold   
4043,[AoW]   Sacred Relic Sword Wave Of Gold   
4044,[AoW]   Sacred Relic Sword Wave Of Gold   
4045,[AoW]   Sacred Relic Sword Wave Of Gold   
4046,[AoW]   Sacred Relic Sword Wave Of Gold   
4047,[AoW]   Sacred Relic Sword Wave Of Gold   
4048,[AoW]   Sacred Relic Sword Wave Of Gold   
4049,[AoW]   Sacred Relic Sword Wave Of Gold   
4050,[AoW]   Sacred Relic Sword Wave Of Gold   
4051,[AoW]   Sacred Relic Sword Wave Of Gold   
4052,[AoW]   Sacred Relic Sword Wave Of Gold   
4053,[AoW]   Sacred Relic Sword Wave Of Gold   
4054,[AoW]   Sacred Relic Sword Wave Of Gold   
4055,[AoW]   Sacred Relic Sword Wave Of Gold   
4056,[AoW]   Sacred Relic Sword Wave Of Gold   
4057,[AoW]   Sacred Relic Sword Wave Of Gold   
4058,[AoW]   Sacred Relic Sword Wave Of Gold   
4059,[AoW]   Sacred Relic Sword Wave Of Gold   
4100,[AoW]   Deaths Poker   
4101,[AoW]   Deaths Poker   
4102,[AoW]   Deaths Poker   
4103,[AoW]   Deaths Poker   
4104,[AoW]   Deaths Poker   
4105,[AoW]   Deaths Poker   
4106,[AoW]   Deaths Poker   
4107,[AoW]   Deaths Poker   
4108,[AoW]   Deaths Poker   
4109,[AoW]   Deaths Poker   
4110,[AoW]   Deaths Poker   
4111,[AoW]   Deaths Poker   
4150,[AoW]   Blasphemous Blade Taker Fire Ground Wave 1   
4151,[AoW]   Blasphemous Blade Taker Fire Ground Wave 2   
4152,[AoW]   Blasphemous Blade Taker Fire Ground Wave 3   
4153,[AoW]   Blasphemous Blade Taker Fire Ground Wave 4   
4154,[AoW]   Blasphemous Blade Taker Fire Ground Wave 5   
4155,[AoW]   Blasphemous Blade Taker Fire Ground Wave 6   
4156,[AoW]   Blasphemous Blade Taker Fire Ground Wave 7   
4157,[AoW]   Blasphemous Blade Taker Fire Ground Wave 8   
4158,[AoW]   Blasphemous Blade Taker Fire Ground Wave 9   
4159,[AoW]   Blasphemous Blade Taker Fire Ground Wave 10   
6000,[AoW]   
6050,[AoW]   
6110,[AoW]   
100000,
100010,
100200,
100201,
100202,
100203,
100204,
100205,
100206,
100207,
100208,
100500,
100501,
100800,
100801,
100900,
100901,
100910,
100911,
100912,
100915,
100916,
100917,
100918,
100920,
100930,
101000,
101001,
101002,
101003,
101004,
101005,
101006,
101007,
101008,
101100,
101101,
101102,
101103,
101105,
101106,
101107,
101108,
101109,
101110,
101120,
101121,
102000,
102001,
102002,
102003,
102004,
102005,
102006,
102007,
102010,
102020,
102100,
102101,
102102,
102103,
120100,
120101,
120105,
120110,
120111,
120115,
120120,
120121,
