ID,DESCRIPTION
530,Furlcalling Finger Remedy Reveal Phantom Signs|
531,White Cipher Ring Request Aid|
532,Blue Cipher Ring Answer Aid Request|
533,Taunters Tongue Encourage Invasion|
534,Small Golden Effigy Send Summon Sign To Summoning Pool|
535,Small Red Effigy Send Invasion Sign To Summoning Pool|
536,Phantom Bloody/Recusant Finger Attempt Invasion|
539,
540,
541,Red finger icon
542,
543,
544,
545,
546,
590,Slight increase all resistances
591,
592,Slight increase all resistances
600,Godricks Gr| Rune|
601,Regenerates all
602,Max stam increase
603,
604,
605,
606,
607,
608,Souls effects flying inward
609,
610,Radahns Gr| Rune|
611,
612,Blue icon
613,Green icon
614,
615,
616,
617,
618,Orange Souls effects flying inward
619,
620,Morgotts Gr| Rune|
621,
622,
623,
624,
625,
626,
627,
628,Gold Souls effects flying inward
629,
630,Rykards Gr| Rune|
631,
632,
633,
634,
635,
636,
637,
638,Orange and White Souls effects flying inward
639,
640,Mohgs Gr| Rune|
641,
642,
643,
644,
645,
646,
647,
648,Red Souls effects flying inward
649,
650,Malenias Gr| Rune|
651,
652,
653,
654,
655,
656,
657,
658,Yellow and Pink Souls effects flying inward
659,
790,
800,A.O.W Barricade Shield|Type 1|Trigger|
801,A.o.W|Barricade Shield|Stability Buff|
802,A.o.W|Barricade Shield|Type 2|Trigger|
803,A.o.W|Barricade Shield|Stability Buff|
804,A.o.W|Barricade Shield|Type 3|Trigger|
805,A.o.W|Barricade Shield|Stability Buff|
806,A.o.W|Barricade Shield|Type 4|Trigger|
807,A.o.W|Barricade Shield|Stability Buff|
808,A.o.W|Barricade Shield|Type 5|Trigger|
809,A.o.W|Barricade Shield|Stability Buff|
810,A.o.W|Barricade Shield|Type 6|Trigger|
811,A.o.W|Barricade Shield|Stability Buff|
812,A.o.W|Barricade Shield|Type 7|Trigger|
813,A.o.W|Barricade Shield|Stability Buff|
814,A.o.W|Barricade Shield|Type 7|Trigger|
820,Sacred Blade|
821,Sacred Blade Anti|Undead Holy Buff|
822,Sacred Blade|
823,Sacred Blade Anti|Undead Holy Buff|
825,Chilling Mist|
826,Chilling Mist Frost Buff|
827,Chilling Mist|
828,Chilling Mist Frost Buff|
829,Chilling Mist Frost|
830,Poisonous Mist|
831,Poisonous Mist Poison Buff|
832,Poisonous Mist|
833,Poisonous Mist Poison Buff|
834,Poisonous Mist Poison|
835,Black Flame Tornado Hp Burn|
836,Roar|
837,Roar Dam Buff|
838,Roar|
840,Roar Dam Buff|
841,Roar No Fp|
842,Roar Dam Buff No Fp|
843,Roar No Fp|
845,Roar Dam Buff No Fp|
846,State 28 R_H_Buff|
847,Red attack dmg buff
848,Red attack dmg buff
850,Take small amount of damage
855,Godslayers Gr|Sword Hp Burn|
860,Gargoyles Blackblade Hp Burn|
865,
870,Reduvia Blood Bullet|
875,Dragon Halberd Frost|
880,Royal Gr|Sword Bullet|Frost|
881,Royal Gr|Sword|Bullet|Frost|
882,Poison Bullet|Cycles 505|
883,Poison Bullet|Cycles 505|
1000,
1001,
1002,
1100,Unused 1100|
1110,Unused 1110|
1111,Unused 1111|
1120,Trigers Bullet Id 950|
1130,Unused 1130|
1140,Unused 1140|
1150,Unused 1150|
1160,Unused 1160|
1200,Unused 1200|
1210,Unused 1210|
1300,Unused 1300|
1310,Unused 1310|
1400,Phantom Id 203 Light Red Invader Ghost|
1410,Ai Visual Distance Change|
1420,Npc|200% Def Corr To All Dam Types|
1500,Triggers Effect Id 1501 Through Bullet Id 2041|
1501,Set Inside Bullet 2041|Cycles 1502|
1502,Heal Spell|
1505,State 385 Can Trigger On Ghosts|
1510,Stormhawk Axe|
1511,Stormhawk Axe|Lightning Buff|
1512,Stormhawk Axe|
1513,Stormhawk Axe|Lightning Buff|
1515,Carian Retaliation|
1520,Magic weapon
1521,White smoke dripping from body
1525,Erdtree Gr|Shield Bullet|
1526,
1530,Ice Spear Bullet Frost|
1540,Raptor Of The Mists Protection|
1545,Winged Gr|Horn Bullet|
1550,Fire weapon buff
1555,Winged Scythe No Flask|
1560,
1565,Blasphemous Blade Hp Absorb|
1570,
1575,Royal Gr|Sword|
1576,Royal Gr|Sword Bullet Frost|
1580,Blood weapon buff
1585,Jellyfish Shield|
1586,Jellyfish Shield Dam Buff|
1587,Jellyfish Shield|
1588,Jellyfish Shield Dam Buff|
1589,Red attack dmg buff
1590,
1591,
1595,Tongues Of Fire Fp Cost|
1600,Fire On Self Mid|Torso|
1601,
1605,Sea Of Magma Fp Cost|
1606,Cursed|Blood Slice|
1607,Cursed|Blood Slice Vfx|
1608,Cursed|Blood Slice|
1609,Cursed|Blood Slice Vfx|
1610,Ez|Info11|
1611,A.o.W|Lifesteal Fist 1|Recover 5% Hp|
1612,A.o.W|Lifesteal Fist 2|Recover 15% Hp|
1615,Unknown Blood|
1616,Unknown Blood|
1617,Poison Moth Flight Vfx|
1618,Poison Moth Flight Vfx|
1619,Poison Moth Flight Vfx|
1620,Poison Moth Flight|
1621,Poison Moth Flight|
1622,Poison Moth Flight|
1623,Poison Moth Flight|
1624,Poison Moth Flight Vfx|
1625,Mohgwyns Sacred Spear Bullet|
1626,Mohgwyns Sacred Spear|
1627,Mohgwyns Sacred Spear Fire Buff|
1628,Mohgwyns Sacred Spear|
1629,Mohgwyns Sacred Spear Fire Buff|
1630,Prayerful Strike|State 275|Beh 2120|Bullet 2150|
1631,Prayerful Strike|State 284|
1632,Prayerful Strike|State 284|
1635,Prayerful Strike|State 275|Beh 2121|Bullet 2155|
1636,Prayerful Strike|
1640,Holy Ground Def|
1641,Holy Ground Hp Regen|
1645,Lorettas Slash Vfx|
1646,Lorettas Slash Vfx|
1647,Lorettas Slash Vfx|
1648,Lorettas Slash Vfx|
1650,Endure Poise Buff|
1651,Endure Poise Buff No Fp|
1655,Endure Poise Buff|
1656,Endure Poise Buff No Fp|
1660,White Blade R|Hand Weapon Enchant+Dam Buffvfx Id 8590|
1661,White Blade + S_White Explosion Near Grip|Vfx Id 8591|
1662,White Blade R|Hand Weapon Enchant+Dam Buff|
1665,White Blade R|Hand Weapon Enchant+Dam Buffvfx Id 8590|
1666,Lightning Slash|
1667,Lightning Slash Lightning Buff|
1670,Lightning Slash|
1671,Lightning Slash Lightning Buff|
1675,Barbaric/Milos Roar|
1676,Barb / Milos Roar Dam Buffbarb Roar Heavy Sp=True|
1677,Barbaric/Milos Roar|
1678,Barb / Milos Roar Dam Buffatk R|Heavy Sp|Type 0=True|
1680,Barbaric/Milos Roar No Fp|
1681,Barb Roar Heavy Sp=True|
1682,Barbaric/Milos Roar No Fp|
1683,Barb / Milos Roar Dam Buffatk R|Heavy Sp|Type 0=True|
1685,Determination|
1686,Determination Dam Buff|
1687,Determination|
1688,Determination Dam Buff|
1690,Determination Critical Dam Debuff|
1691,Determination No Fp|
1692,Determination Dam Buff No Fp|
1693,Determination No Fp|
1694,Determination Dam Buff No Fp|
1695,Determination No Fp Critical Dam Debuff|
1696,Royal Knights Resolve|
1697,Royal Knights Resolve Dam Buff|
1698,Royal Knights Resolve|
1699,Royal Knights Resolve Dam Buff|
1700,Royal Knights Resolve Critical Dam Debuff|
1701,Royal Knights Resolve No Fp|
1702,Royal Knights Resolve Dam Buff No Fp|
1703,Royal Knights Resolve No Fp|
1704,Royal Knights Resolve Dam Buff No Fp|
1705,Royal Knights Resolve No Fp Critical Dam Debuff|
1706,Golden Tempering|
1707,Golden Tempering Anti|Undead/Holy Buff|
1708,Golden Tempering|
1709,Golden Tempering Anti|Undead/Holy Buff|
1710,Flaming Strikefire Buff|
1711,0.75 Atk % Fire Buffr|Hand|
1712,1 Atk % Fire Buffr|Hand|
1713,0.75 Atk % Fire Buffl|Hand|
1714,1 Atk % Fire Buffl|Hand|
1715,Trigger Cond R|Hand Hks |State 323cycles 1716|
1716,Golden Temperinganti Undead / Holy Buffr|Hand|
1717,Apply 1st Firecycles 1718l|Hand|
1718,Golden Temperinganti Undead / Holy Buffl|Hand|
1720,Dm Gr|Sword|
1721,Dm Gr|Sword|Frost Magic|
1722,Darkmoon|
1723,Dm Gr|Sword|
1724,Dm Gr|Sword|
1725,Zamor Ice Storm Vfx|
1726,Zamor Ice Storm Vfx|
1727,Zamor Ice Storm Vfx|
1728,Zamor Ice Storm Vfx|
1730,A.o.W|Golden Vow Dam|Def Buff|
1731,A.o.W|Golden Vow Part 1 Cycle|
1732,A.o.W|Golden Vow Golden Great Arrow Dam / Def Buff|
1733,A.o.W|Golden Vow Cycle Great Arrow Icon|
1734,A.o.W|Golden Vow|
1735,A.o.W|Golden Vow|
1736,A.o.W|Golden Vow|
1740,White fog all over body
1745,
1750,Hks c9997|Ashseppuku Self Bleed|
1751,Hks c9997|Ashseppuku Bleed|
1752,
1753,A.o.W|Seppuku Dam|Bleed Buff|
1754,A.o.W|Seppuku Bleed|
1755,A.o.W|Seppuku Bleed|
1756,A.o.W|Seppuku Bleed|
1757,A.o.W|Seppuku Bleed|
1758,A.o.W|Seppuku Bleed|
1759,A.o.W|Seppuku Bleed|
1760,A.o.W|Seppuku Bleed|
1761,A.o.W|Seppuku Bleed|
1763,Blood Blade Vfx|
1764,
1765,A.o.W|Assassins Gambit Effect|
1766,A.o.W|Assassins Gambit Effect|
1767,A.o.W|Assassins Gambit Effect|
1768,Commanders Standard Bullet|
1769,Commanders Standardcycle|
1770,Commanders Standardcycle|
1771,Blood Blade Vfx|
1772,Blood Blade Vfx|
1773,Blood Blade Vfx|
1774,Blood Blade Vfx|
1775,Flaming Strike|
1776,Flaming Strike Fire Buff|
1777,Flaming Strike|
1778,Flaming Strike Fire Buff|
1780,Vykes Spear Self Madness|
1781,Vykes Spear Self Madness|
1782,Vykes Spear Self Madness|
1785,Viper Bite Poison|
1789,Eclipse Shotel Blight Bullet|
1790,Eclipse Shotel|
1791,Eclipse Shotel Holy/Blight Buff|
1792,Eclipse Shotel|
1793,Eclipse Shotel Holy/Blight Buff|
1794,Eclipse Shotel Blight|
1795,Eclipse Shotel Blight|
1800,A.o.W|Hoarfrost Stomp Frost|
1801,A.o.W|Hoarfrost Stomp Frost|
1805,Ruinous Ghostflame|
1806,Ruinous Ghostflame Frost / Magic Buff|
1807,Ruinous Ghostflame|
1808,Ruinous Ghostflame Frost/Magic Buff|
1809,Ruinous Ghostflame Frost|
1810,War Cry|Cond |State 323 R|Hand Hks Style|Cycles E_Id 1811|
1811,War Cry Dam Buff|Increase Physical Dam By 7% For|40 Sec|
1812,War Cry|Cond |State 322 L|Hand Hks Style|Cycles E_Id 1813|
1813,War Cry Dam Buff|Increase Physical Dam By 7% For|40 Sec|
1815,War Cry|Cond |State 323 R|Hand Hks Style|Cycles E_Id 1816|
1816,War Cry Dam Buff|Increase Physical Dam By 7% For|6 Sec|
1817,War Cry|Cond |State 322 L|Hand Hks Style|Cycles E_Id 1818|
1818,War Cry Dam Buff|Increase Physical Dam By 7% For|6 Sec|
1820,Cragblade|
1821,Cragblade Dam/Stagger Buff|
1822,Cragblade|
1823,Cragblade Dam/Stagger Buff|
1825,Cragblade No Fp|
1826,Cragblade Dam/Stagger Buff No Fp|
1827,Cragblade No Fp|
1828,Cragblade Dam/Stagger Buff No Fp|
1830,Blood Tax Hp Absorb|
1831,Blood Tax Hp Absorb|
1835,Last Rites Anti|Undead/Dam Buff Self|
1836,Last Rites Anti|Undead/Dam Buff Allies|
1837,Last Rites Anti|Undead/Dam Buff Self|
1838,Last Rites Anti|Undead/Dam Buff Allies|
1839,
1840,Sacred Order Anti|Undead/Dam Buff|
1841,Sacred Order|
1842,Sacred Order Anti|Undead/Dam Buff|
1843,Sacred Order No Fp|
1845,Sacred Order Anti|Undead/Dam Buff No Fp|
1846,Sacred Order No Fp|
1847,Sacred Order Anti|Undead/Dam Buff No Fp|
1848,Sacred Order|
1849,Sacred Order|
1850,Oath Of Vengeance|All Stats +5 For|60 Sec|
1851,Oath Of Vengeance|Npc All Defense Corrections |45%|+|Player Wep Repel Power +35|For|5 Sec|
1852,Oath Of Vengeance|Npc All Defense Corrections |5%|For|1 Sec|No Fp|
1855,Sword Of Milos Bullet|
1856,Sword Of Milos Bullet|
1859,Starscourge Gr|Sword Poise|
1860,Braggarts Roar|
1861,Braggarts Roar Dam/Def/Sp Buff|
1862,Braggarts Roar|
1863,Braggarts Roar Dam/Def/Sp Buff|
1864,Braggarts Roar Icon|
1865,Braggarts Roar No Fp|
1866,Braggarts Roar Dam/Def/Sp Buff No Fp|
1867,Braggarts Roar No Fp|
1868,Braggarts Roar Dam/Def/Sp Buff No Fp|
1869,Braggarts Roar Icon No Fp|
1870,Shared Order Anti|Undead / Dam Buff Self|
1871,Shared Order Anti|Undead / Dam Buff|
1872,Shared Order Anti|Undead / Dam Buff Self|
1875,Shared Order Anti|Undead / Dam Buff|
1876,Holy Dam Buff For 1875|
1877,Holy Dam Buff For 1871|
1880,Hks c0000|R|Hand Cond. Need Sword Of St. Trina|
1881,Hks c0000|L|Hand Cond. Need Sword Of St.Trina Sleep Buff|
1882,Chr|Asm Style Hks L|Handsword Of St. Trina|
1883,Atk Enabler On Enemysword Of St.Trina Sleep Buff|
1884,Status Inflict Sleepsword Of St.Trina Sleep|
1885,Status Inflict Sleepsword Of St.Trina Sleepsword Of St. Trina Bullet Sleep|
1890,Hks c0000|R|Handice Lightning Sword|
1891,Atk Enabler On Enemyice Lightning Sword Frost / Lightning Buff|
1892,Hks c0000|L|Hand Ice Lightning Sword|
1893,Atk Enabler On Enemyice Lightning Sword Frost / Lightning Buff|
1894,Status Inflict Frostice Lightning Sword Frost|
1896,Devourers Scepter Bullet|
1897,Scepter Of The All Knowing Bullet|
1898,Scepter Of The All Knowing|
1899,Scepter Of The All Knowing|
1900,15% Magical Def To |Npc|10% Magical Def Pvp|
1901,State Info 260 Frost|+70 Inflict Frost|20% To All Dam|Also Inflicts Blood Via|E_Id 3191|30 Sec|
1902,10% Magical Def To |Npc|5% Magical Def Pvp|
1903,
1904,
1905,Unknown Frost|
1906,
1908,State 187|
1910,Carian Regal Scepter|Boost Dam Of Moon Sorcery|
1911,Carian Glintstone Staff|Boost Dam Of Carian Sword Sorcery|
1912,Carian Glintblade Staff|Boost Dam Of Glintblade Sorcery|
1913,Diggers Staff|Boosts Stone Digger Sorcery|
1914,Crystal Staff|Boost Dam Of Crystalian Sorcery|
1915,Karolos Spell|
1916,Olivinus Spell|
1917,Gelmir Glintstone Staff|Boost Dam Of Lava Sorcery|
1918,Staff Of The Guilty|Boost Dam Of Thorn Sorcery|
1919,Prince Of Death Staff|Boost Dam Of Death Sorcery|
1920,Meteorite Staff|Boost Dam Of Gravity Sorcery|
1921,Staff Of Loss|Boost Invisibility Sorcery|
1922,Godslayer Seal|Boost Dam Of Godslayer Incantation|Sub Cat 20 And 29|
1923,Giants Seal|Boost Dam Of Giant Flame Incantation|Sub Cat 21|
1924,Gravel Stone Seal|Boost Dam Of Dragon Cult Incantation|Sub Cat 22|
1925,Clawmark Seal|Boost Dam Of Bestial Incantations|Sub Cat 23|
1926,Golden Order Seal|Boost Dam Of Golden Order Incantation|Sub Cat 24|
1927,Dragon Communion Seal|Boost Dam Of Dragon Communion Incantation|Sub Cat 25|
1928,Frenzied Flame Seal|Boost Dam Of Frenzy Incantation|Sub Cat 26|
1929,Godskin Nobles Incantation|Sub Cat 27|
1930,Primordial Crucible Incantation|Sub Cat 28|
1931,
1932,Serpent Bowatk|
1933,Azurs Glint Staff Reduce Casting Time Of All Sorceries But Consumes More Fp|
1934,Lusat Glintstone Staff|Boost Power Of All Sorceries But Consumes More Fp|
1935,Vfx Id 6010|Debuff Visuals For 1936|1 Inf Dur|
1936,All Dam Reduced By 20%|Stamina Reduced By 50% + Weapon Usage Cost Increased By 20%|0.1 Sec|
1937,Lion Greatbow|
1938,State Info 152|Atk Effect Id 1939|Serpent Bow|
1939,Poison Atk Serpent Bow|
1940,Shortbows And Longbows|
1950,
1951,Two sparkling orbs above head (purple/green)
1952,
1953,"Sparkling orb above head, green"
1954,
1955,"Sparkling orb above head, purple"
1956,
1957,"Sparkling orb above head, light blue"
1958,
1959,"Sparkling orb above head, green bright"
3000,
3039,
3050,Stanching Boluses|
3051,Stanching Boluses|Chain|
3052,
3055,Stimulating Boluses|
3056,Stimulating Boluses|Chain|
3060,Neutralizing Boluses|
3061,Neutralizing Boluses|Chain|
3065,Clarifying Boluses|
3066,Clarifying Boluses|Chain|
3070,Preserving Boluses|
3071,Preserving Boluses|Chain|
3075,
3080,
3090,Rejuvenating Boluses|
3091,Rejuvenating Boluses|Chain|
3092,Thawfrost Boluses|
3093,Thawfrost Boluses|Chain|
3100,
3115,Kukri|
3120,Poison|Fetid Pot|
3121,Poison|Fetid Pot|
3125,Blood|Swarm Of Flies|Cycle|
3126,Blood|Swarm Of Flies|
3130,
3131,
3135,
3136,
3140,R⬝Hand Frost Grease|
3141,R⬝Hand Frost Grease|Atk|
3142,R⬝Hand Frost Drawstring Grease|
3143,R⬝Hand Frost Drawstring Grease|Atk|
3144,L⬝Hand Frost Grease|
3145,L⬝Hand Frost Grease|Atk|
3146,L⬝Hand Drawstring Frost Grease|
3147,L⬝Hand Drawstring Frost Grease|Atk|
3150,Soporific Greaser⬝H|
3151,Soporific Greaser⬝H|Atk|
3152,Drawstring Soporific Greaser⬝H|
3153,Drawstring Soporific Greaser⬝H|Atk|
3154,Soporific Greasel⬝Hand|
3155,Soporific Greasel⬝Hand|Atk|
3156,Drawstring Soporific Greasel⬝Hand|
3157,Drawstring Soporific Greasel⬝Hand|Atk|
3160,Fire Greaser⬝H|
3161,Drawstring Fire Greaser⬝H|
3162,Fire Greasel⬝Hand|
3163,Drawstring Fire Greasel⬝Hand|
3165,Lightning Greaser⬝H|
3166,Drawstring Lightning Greaser⬝H|
3167,Lightning Greasel⬝Hand|
3168,Drawstring Lightning Greasel⬝Hand|
3170,Magic Greaser⬝H|
3171,Drawstring Magic Greaser⬝H|
3172,Magic Greasel⬝Hand|
3173,Drawstring Magic Greasel⬝Hand|
3175,Poison Greaser⬝H|
3176,Poison Greaser⬝H|Atk|
3177,Drawstring Poison Greaser⬝H|
3178,Drawstring Poison Greaser⬝H|Atk|
3179,Poison Greasel⬝Hand|
3180,Poison Greasel⬝Hand|Atk|
3181,Drawstring Poison Greasel⬝Hand|
3182,Drawstring Poison Greasel⬝Hand|Atk|
3185,Holy Greaser⬝H|
3186,Drawstring Holy Greaser⬝H|
3187,Holy Greasel⬝Hand|
3188,Drawstring Holy Greasel⬝Hand|
3190,Blood Greaser⬝H|
3191,Blood Greaser⬝H|Atk|
3192,Drawstring Blood Greaser⬝H|
3193,Drawstring Blood Greaser⬝H|Atk|
3194,Blood Greasel⬝Hand|
3195,Blood Greasel⬝Hand|Atk|
3196,Drawstring Blood Greasel⬝Hand|
3197,Drawstring Blood Greasel⬝Hand|Atk|
3200,Holy Water Pot|
3210,
3220,
3221,No longer sends you to invalid grace (patched) 
3222,
3223,
3224,
3225,
3226,Goods 115:Memory of Grace
3230,
3231,
3240,Telescope|State 15|
3245,Hks c0000|Chr Turns On Lantern|
3246,Hks c0000|Chr Turns Off Lantern / Chr Transitions Into Mimic Object (Chr Touches Belt Or Waist)|
3250,Pledge Discarded|State 166|
3260,Dragonwound Greaser⬝H|
3262,Dragonwound Greasel⬝Hand|
3269,Golden Rune|200 Runes|
3270,Golden Rune|400 Runes|
3271,Golden Rune|800 Runes|
3272,Golden Rune|1200 Runes|
3273,Golden Rune|1600 Runes|
3274,Golden Rune|2000 Runes|
3275,Golden Rune|2500 Runes|
3276,Golden Rune|3000 Runes|
3277,Golden Rune|3800 Runes|
3278,Golden Rune|5000 Runes|
3279,Golden Rune|6250 Runes|
3280,Golden Rune|7500 Runes|
3281,Golden Rune|10000 Runes|
3282,Numen Rune|12500 Runes|
3283,Hero Rune|15000 Runes|
3284,Hero Rune|20000 Runes|
3285,Hero Rune|25000 Runes|
3286,Hero Rune|30000 Runes|
3287,Hero Rune|35000 Runes|
3288,Lord Rune|50000 Runes|
3300,Royal Greatsword|Bullet|Frost|
3307,Self|Poison|150|
3308,Self|Scarlet Rot|
3309,Self|Frost|150|
3310,Rot Grease|R⬝H
3311,Rot Grease|R⬝H
3312,Drawstring Rot Grease ⬝H|
3313,Drawstring Rot Grease ⬝H|Atk|
3314,Rot Greasel⬝Hand|
3315,Rot Greasel⬝Hand|Atk|
3316,Drawstring Rot Greasel⬝Hand|
3317,Drawstring Rot Greasel⬝Hand|Atk|
3330,
3340,
3360,Warming Stone|
3365,
3370,Poison
3375,Holy Water Greaser⬝H|
3376,Holy Water Greasel⬝Hand|
3380,Cursed|Blood Pot|
3381,Cursed|Blood Pot|
3382,Cursed|Blood Pot|
3383,Cursed|Blood Pot|
3450,Rune Arc|
3500,CrimsonSpill Crystal Tear|Max HP +10%|180 Sec|
3501,Cerulean Crystal Tear|Max FP +10%|180 Sec|
3505,Crimson Crystal Tear|Recover 50% HP|
3506,GreenSpill Crystal Tear|Recover 50% FP|180 Sec
3507,Opaline Bubbletear|
3508,
3512,Crimson Bubbletear|
3513,Crimson Bubbletear|Chain|
3515,Strength Knot Crystal Tear|Increase STR By 10|180 Sec|
3516,Dexterity Knot Crystal Tear|Increase DEX By 10|180 Sec|
3517,Intelligence Knot Crystal Tear|Increase INT By 10|180 Sec|
3518,Faith Knot Crystal Tear|Increase FAITH By 10|180 Sec|
3519,Goods 11018:Leaden Hardtear
3530,Hurts you a lot
3531,Hurts you a lot
3550,Thorny Cracked Tear|
3551,Thorny Cracked Tear|Cycle|
3552,Thorny Cracked Tear|Cycle|
3553,Thorny Cracked Tear|Cycle|
3554,Thorny Cracked Tear|Chain|
3555,Thorny Cracked Tear|Chain|
3556,Thorny Cracked Tear|Chain|
3557,Thorny Cracked Tear|Chain|
3558,Red sparkles + noise from body
3559,Red sparkles + noise from body
3560,Red sparkles + noise from body
3561,Red sparkles + noise from body really fast
3580,Crimsonwhorl Bubbletear|
3581,Crimsonwhorl Bubbletear|Chain|
3582,Crimsonwhorl Bubbletear|Chain|
3583,Magic Dam Reduced By 99%|
3584,Crimsonwhorl Bubbletear|Chain|
3585,
3586,
3587,
3600,Lucent Baldachin Blessing|
3601,
3602,
3603,Speckled Hardtear|
3604,Speckled Hardtear|Cycle|
3605,Speckled Hardtear|Chain|
3606,Speckled Hardtear|Chain|
3607,Speckled Hardtear|Chain|
3608,Speckled Hardtear|Chain|
3609,Speckled Hardtear|Chain|
3610,Speckled Hardtear|Chain|
3611,Speckled Hardtear|Chain|
3612,Speckled Hardtear|Cycle|
3613,Speckled Hardtear|Cycle|
3614,Speckled Hardtear|Cycle|
3615,Speckled Hardtear|Cycle|
3616,Speckled Hardtear|Cycle|
3617,Speckled Hardtear|Cycle|
3618,Speckled Hardtear|Cycle|
3650,"""This dream mist has been already acquired"""
3700,
3710,
3720,Remembrance Of The Grafted|
3721,Remembrance Of The Starscourge|
3722,Remembrance Of The Omen King|
3723,Remembrance Of The Blasphemous|
3724,Remembrance Of The Rot Goddess|
3725,Remembrance Of The Blood Lord|
3726,Remembrance Of The Black Blade|
3727,Remembrance Of Hoarah Loux|
3728,Remembrance Of The Dragonlord|
3729,Remembrance Of The Full Moon Queen|
